Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Grades,Stress_Level
8.5,1.8,9.7,0.6,3.4,8.35,0
8.2,1.5,9.8,1.5,3.0,8.5,0
10.0,1.0,7.2,3.0,2.8,8.43,0
6.5,0.1,6.1,1.7,9.6,6.8,2
9.4,2.8,5.4,3.9,2.5,8.43,0
8.3,3.8,5.0,1.5,5.4,8.57,0
5.5,2.1,6.2,1.1,9.1,7.45,1
9.1,0.5,7.3,5.6,1.5,8.43,0
5.9,1.3,7.1,1.9,7.8,7.28,1
6.4,3.9,5.8,4.4,3.5,7.28,0
5.9,2.6,8.6,4.1,2.8,7.45,1
6.6,1.0,9.8,5.5,1.1,8.07,2
7.3,1.7,5.8,2.6,6.6,7.68,0
7.7,0.1,7.2,4.7,4.3,8.43,2
9.5,0.1,7.8,4.7,1.9,9.28,0
7.7,1.3,5.7,5.3,4.0,8.4,0
7.9,2.7,9.0,2.9,1.5,7.92,2
7.0,2.1,9.0,2.2,3.7,7.22,2
9.6,0.4,8.2,2.4,3.4,8.5,0
7.0,2.7,5.3,3.6,5.4,7.92,0
5.9,3.6,8.3,5.3,0.9,7.48,1
7.4,2.2,9.6,4.3,0.5,6.92,2
7.0,1.6,6.4,1.6,7.4,7.42,2
9.3,0.3,8.4,1.0,5.0,8.22,0
6.3,3.1,9.4,1.2,4.0,7.28,2
7.3,1.9,9.4,4.1,1.3,8.78,2
9.2,0.0,7.0,5.4,2.4,8.52,0
8.7,2.2,7.6,1.9,3.6,9.32,0
7.1,2.9,9.3,0.7,4.0,7.8,2
7.3,1.6,8.4,1.5,5.2,8.18,2
7.1,3.6,10.0,0.4,2.9,7.82,2
6.2,3.8,9.8,0.4,3.8,7.92,2
5.1,2.4,6.4,5.2,4.9,6.92,1
6.4,2.7,8.4,1.3,5.2,7.35,2
6.4,3.2,9.0,2.5,2.9,7.18,2
8.0,2.4,9.1,1.9,2.6,7.52,2
7.7,1.8,7.2,0.5,6.8,7.42,2
8.6,0.9,6.0,2.5,6.0,8.45,0
6.9,1.8,7.7,1.2,6.4,6.88,2
5.8,3.5,7.2,2.5,5.0,7.18,1
7.8,2.2,8.5,1.0,4.5,7.65,2
6.3,3.2,9.7,0.7,4.1,6.62,2
5.3,1.3,5.7,4.3,7.4,6.98,0
7.7,0.6,5.0,4.8,5.9,8.07,0
6.7,2.3,6.6,0.5,7.9,6.92,2
6.1,0.8,7.1,3.9,6.1,8.5,2
9.8,2.4,7.4,2.5,1.9,8.9,0
9.6,3.3,6.6,1.1,3.4,8.62,0
8.7,2.0,5.3,4.3,3.7,7.4,0
9.0,1.2,8.3,2.3,3.2,9.35,0
9.4,2.0,6.6,4.5,1.5,8.65,0
6.1,1.6,9.3,4.3,2.7,6.62,2
6.8,1.1,5.9,4.5,5.7,7.32,0
6.3,1.8,6.9,5.9,3.1,7.0,2
5.4,2.4,8.0,2.5,5.7,6.92,1
7.2,0.2,7.6,3.0,6.0,7.08,2
6.3,0.7,9.8,5.1,2.1,7.58,2
6.2,1.3,6.0,3.0,7.5,7.8,2
5.8,3.2,9.0,0.8,5.2,7.2,1
7.0,0.7,6.3,1.6,8.4,6.58,2
9.7,0.5,9.9,0.9,3.0,9.3,0
8.9,1.4,5.7,5.1,2.9,8.88,0
7.8,1.9,7.5,4.4,2.4,7.28,2
5.4,2.7,9.5,0.3,6.1,7.25,1
7.2,1.6,5.7,3.0,6.5,7.35,0
5.6,1.9,8.8,1.5,6.2,7.22,1
8.4,3.4,7.1,3.9,1.2,8.15,0
5.2,0.5,6.0,2.4,9.9,6.72,1
8.3,2.8,7.9,1.8,3.2,8.6,0
7.9,1.4,5.4,6.0,3.3,7.78,0
8.3,1.3,7.0,1.6,5.8,8.48,0
6.7,1.6,8.6,3.1,4.0,8.85,2
9.6,0.2,7.9,5.1,1.2,8.65,0
6.2,3.5,5.1,4.4,4.8,7.42,0
7.2,0.2,9.6,2.8,4.2,7.98,2
5.1,2.8,7.4,0.7,8.0,7.88,1
7.5,3.3,9.3,2.4,1.5,8.4,2
5.1,2.8,7.1,3.4,5.6,6.25,1
9.6,0.5,8.4,0.0,5.5,9.25,0
9.6,0.5,5.5,2.0,6.4,7.98,0
7.9,1.8,5.2,1.9,7.2,7.68,0
9.1,2.8,8.6,2.4,1.1,8.1,0
6.4,3.3,9.9,2.2,2.2,7.25,2
5.0,0.6,6.6,3.5,8.3,7.22,1
8.9,3.0,8.0,2.6,1.5,8.22,0
8.2,2.5,7.8,5.4,0.1,8.5,0
9.4,0.9,5.4,2.9,5.4,8.9,0
7.6,3.3,7.2,3.4,2.5,7.58,2
8.1,3.3,5.8,3.6,3.2,8.05,0
8.0,0.7,5.6,5.9,3.8,7.32,0
5.9,2.7,8.0,3.9,3.5,6.95,1
5.4,3.6,6.9,1.9,6.2,5.88,1
9.3,3.7,6.5,3.9,0.6,8.1,0
8.9,3.7,6.2,3.0,2.2,8.72,0
5.0,2.3,6.7,1.9,8.1,6.6,1
8.2,3.4,8.0,3.8,0.6,8.15,0
7.3,0.0,7.8,4.0,4.9,6.88,2
8.0,2.9,7.9,0.3,4.9,8.12,2
6.4,0.3,7.1,3.3,6.9,6.92,2
6.6,2.9,8.2,2.0,4.3,7.85,2
8.2,2.2,5.1,4.2,4.3,8.7,0
6.9,3.8,9.1,2.5,1.7,7.2,2
6.7,1.9,6.5,3.1,5.8,7.18,2
5.8,3.9,5.5,5.6,3.2,7.2,0
8.6,1.7,8.2,1.9,3.6,8.65,0
6.5,2.3,7.5,3.5,4.2,7.0,2
5.5,3.3,5.2,4.0,6.0,7.38,0
7.4,1.2,7.6,2.3,5.5,7.58,2
7.8,0.5,10.0,2.4,3.3,8.57,2
6.8,3.3,7.3,4.3,2.3,7.08,2
5.5,3.4,8.7,1.3,5.1,6.85,1
9.9,1.0,7.3,0.2,5.6,8.3,0
7.0,2.3,9.8,2.5,2.4,7.72,2
5.2,1.3,7.9,5.7,3.9,7.6,1
9.3,0.9,6.1,1.2,6.5,8.22,0
7.5,1.9,6.3,3.0,5.3,8.5,2
5.2,0.5,9.4,4.5,4.4,7.25,1
6.8,3.0,8.9,4.0,1.3,6.22,2
8.6,0.8,6.7,2.8,5.1,8.8,0
6.6,0.6,7.0,5.9,3.9,7.08,2
6.1,2.4,7.2,0.4,7.9,8.22,2
7.6,3.5,6.4,0.5,6.0,7.8,2
9.7,1.5,7.9,3.9,1.0,9.22,0
5.7,1.2,5.7,4.9,6.5,6.65,0
6.1,2.9,9.7,2.8,2.5,6.25,2
6.6,1.9,8.0,5.9,1.6,8.52,2
9.7,3.4,9.4,0.7,0.8,9.0,0
7.0,3.8,7.1,3.6,2.5,7.78,2
8.5,3.8,6.2,4.1,1.4,7.32,0
8.9,2.2,8.3,1.5,3.1,8.43,0
7.4,2.5,7.0,1.2,5.9,7.78,2
8.7,1.6,6.8,2.4,4.5,8.55,0
7.0,2.2,7.7,3.0,4.1,7.62,2
5.8,0.5,9.7,3.6,4.4,6.62,1
8.3,1.6,9.5,2.9,1.7,7.8,0
9.8,3.3,9.3,0.3,1.3,9.32,0
6.4,1.1,6.4,5.1,5.0,6.98,2
6.2,3.2,7.8,0.0,6.8,7.0,2
7.1,1.6,5.6,4.1,5.6,8.2,0
8.6,0.0,9.8,4.6,1.0,8.7,0
9.5,0.1,9.7,3.8,0.9,8.93,0
9.7,1.8,8.0,2.1,2.4,9.55,0
9.7,0.3,7.5,4.1,2.4,8.82,0
9.5,3.8,5.3,2.2,3.2,9.25,0
5.1,1.3,7.7,5.5,4.4,7.0,1
7.7,1.1,9.5,5.3,0.4,7.48,2
7.0,3.6,6.9,4.4,2.1,7.1,2
9.6,1.8,8.7,1.4,2.5,8.57,0
5.1,0.4,7.5,4.1,6.9,7.52,1
8.5,2.8,7.5,4.8,0.4,7.65,0
7.4,1.8,6.0,1.8,7.0,7.82,2
6.2,1.2,8.9,2.0,5.7,7.12,2
6.2,0.7,8.9,0.8,7.4,7.55,2
8.4,2.5,9.1,0.2,3.8,6.62,0
6.5,1.1,5.7,1.7,9.0,7.55,0
8.3,1.5,8.6,1.9,3.7,7.15,0
6.5,2.2,5.1,0.5,9.7,7.75,0
8.6,0.4,9.2,4.2,1.6,8.18,0
8.1,3.3,7.0,1.2,4.4,9.5,0
7.7,2.3,9.7,3.9,0.4,8.25,2
9.4,3.2,9.7,0.2,1.5,8.5,0
9.2,2.0,8.7,0.6,3.5,7.58,0
6.3,2.9,5.8,2.1,6.9,6.95,0
8.5,1.5,7.8,0.6,5.6,7.55,0
9.0,1.5,8.2,3.8,1.5,8.52,0
8.1,1.7,5.9,5.7,2.6,7.92,0
8.8,0.8,6.7,4.9,2.8,8.82,0
7.2,2.9,6.9,1.3,5.7,8.07,2
8.2,3.9,6.6,2.4,2.9,8.3,0
9.2,3.0,5.3,6.0,0.5,9.43,0
8.8,3.5,8.3,2.9,0.5,8.15,0
9.4,0.8,5.4,4.7,3.7,8.12,0
9.2,0.7,9.3,3.3,1.5,9.1,0
7.1,0.8,6.4,3.0,6.7,7.7,2
7.7,3.2,9.0,2.4,1.7,7.58,2
5.3,3.5,5.4,1.5,8.3,7.28,0
8.5,1.6,9.4,1.3,3.2,7.25,0
7.7,3.5,9.6,0.9,2.3,8.48,2
7.3,2.2,9.7,4.8,0.0,8.12,2
6.9,0.0,5.0,2.8,9.3,7.12,0
7.4,0.1,8.4,1.8,6.3,6.88,2
5.8,1.6,6.2,3.2,7.2,7.45,1
6.0,2.0,5.8,4.0,6.2,7.02,0
7.3,0.3,8.0,1.6,6.8,7.88,2
7.6,2.1,9.6,2.6,2.1,6.95,2
9.7,3.1,6.4,4.1,0.7,9.4,0
7.2,3.3,9.1,0.8,3.6,7.18,2
6.5,1.2,8.6,1.4,6.3,7.95,2
5.0,2.9,5.9,0.6,9.6,6.58,0
7.4,0.2,9.9,4.3,2.2,7.1,2
6.6,1.3,7.2,3.8,5.1,7.32,2
9.3,1.0,6.9,5.2,1.6,8.3,0
8.3,1.4,8.4,0.1,5.8,8.07,0
9.1,3.8,9.6,1.4,0.1,9.28,0
7.6,1.4,7.3,4.1,3.6,7.72,2
9.6,3.3,9.9,1.1,0.1,8.75,0
6.4,0.4,5.6,1.7,9.9,8.02,0
9.5,2.5,5.0,1.1,5.9,8.8,0
5.5,1.5,7.5,0.3,9.2,6.52,1
8.2,1.9,7.5,2.6,3.8,7.82,0
9.8,0.9,7.6,4.2,1.5,9.05,0
6.9,1.9,5.4,3.7,6.1,7.62,0
6.4,0.6,7.7,3.2,6.1,7.5,2
8.1,0.8,7.3,4.3,3.5,7.8,0
7.6,1.6,6.6,3.7,4.5,7.95,2
5.4,1.8,9.5,0.6,6.7,7.25,1
9.9,3.8,5.4,4.6,0.3,9.22,0
7.1,1.8,8.2,4.6,2.3,7.45,2
5.2,2.4,5.9,2.1,8.4,6.72,0
6.7,0.4,5.7,0.2,11.0,6.45,0
7.4,3.8,5.6,5.7,1.5,8.18,0
8.2,3.3,5.5,3.0,4.0,8.75,0
8.5,2.3,9.2,0.3,3.7,8.35,0
6.9,1.4,8.1,5.3,2.3,8.55,2
7.5,3.3,7.0,0.6,5.6,7.05,2
8.6,3.0,5.3,1.3,5.8,7.65,0
6.4,2.2,5.7,0.8,8.9,7.22,0
6.8,3.2,7.6,0.8,5.6,6.95,2
8.7,1.6,6.3,2.3,5.1,7.18,0
6.2,1.6,5.1,4.6,6.5,7.3,0
5.9,0.2,8.3,4.6,5.0,7.2,1
6.0,2.9,8.5,1.5,5.1,7.92,2
9.5,0.4,9.9,3.6,0.6,8.75,0
8.6,0.8,7.2,0.4,7.0,8.3,0
6.9,3.0,6.9,2.0,5.2,8.07,2
5.2,1.5,5.8,4.2,7.3,7.08,0
5.5,2.7,6.4,1.2,8.2,6.88,1
7.4,2.0,6.6,0.8,7.2,7.75,2
6.9,2.7,8.9,2.9,2.6,6.92,2
6.4,0.6,6.2,1.3,9.5,7.6,2
7.6,2.3,9.7,0.9,3.5,8.4,2
7.8,1.0,6.3,0.2,8.7,8.18,2
6.5,3.0,5.2,1.3,8.0,7.92,0
7.3,2.8,6.9,1.0,6.0,8.1,2
7.0,2.3,9.7,0.3,4.7,6.6,2
7.5,0.1,6.6,4.9,4.9,7.85,2
7.8,1.8,6.4,1.8,6.2,8.48,2
9.8,1.8,7.0,4.6,0.8,8.48,0
7.1,2.2,6.2,4.5,4.0,8.35,2
8.9,0.9,8.6,4.5,1.1,8.4,0
6.7,0.7,5.0,2.7,8.9,7.88,0
5.9,3.4,6.3,1.4,7.0,6.2,1
7.4,2.0,6.1,1.6,6.9,8.05,2
8.9,1.8,8.6,3.5,1.2,7.92,0
5.7,3.9,9.1,1.1,4.2,7.02,1
5.7,3.0,7.3,4.7,3.3,7.05,1
8.7,2.4,8.4,0.1,4.4,8.78,0
5.0,0.1,9.3,4.1,5.5,6.18,1
6.3,2.8,9.0,1.8,4.1,6.98,2
7.5,3.1,6.1,1.6,5.7,7.68,2
6.2,4.0,6.0,3.5,4.3,7.2,2
8.2,3.0,9.9,0.5,2.4,8.25,0
8.8,1.4,5.9,2.5,5.4,8.22,0
7.7,4.0,7.0,3.3,2.0,8.6,2
6.8,1.6,8.5,5.6,1.5,8.32,2
5.4,0.8,7.5,0.1,10.2,7.15,1
6.3,2.1,5.1,1.6,8.9,8.72,0
9.6,2.6,7.1,4.4,0.3,8.85,0
8.9,0.8,5.7,4.1,4.5,9.05,0
8.7,2.5,9.9,1.5,1.4,8.4,0
5.6,3.3,6.3,4.7,4.1,7.12,1
8.0,1.8,6.8,2.1,5.3,8.07,2
8.2,3.0,8.4,0.9,3.5,8.8,0
7.4,2.1,8.9,3.7,1.9,7.75,2
7.0,3.6,5.8,6.0,1.6,7.48,0
8.6,3.2,9.3,2.9,0.0,8.45,0
6.5,2.8,5.6,2.4,6.7,7.25,0
8.0,2.0,8.2,5.6,0.2,8.5,2
5.3,2.3,9.3,2.9,4.2,7.05,1
6.7,0.6,9.2,3.1,4.4,7.12,2
9.7,3.2,8.5,0.0,2.6,7.98,0
9.6,0.7,6.4,3.1,4.2,8.45,0
6.3,0.8,8.0,0.5,8.4,7.28,2
8.6,2.2,7.1,3.4,2.7,7.95,0
6.8,3.7,5.3,4.0,4.2,7.6,0
5.9,1.2,8.6,0.5,7.8,7.3,1
9.1,2.9,8.6,0.3,3.1,8.9,0
9.2,0.2,5.1,2.2,7.3,9.02,0
5.7,2.2,9.6,2.3,4.2,7.45,1
5.5,2.4,7.3,5.6,3.2,6.92,1
5.6,0.8,5.1,2.6,9.9,7.42,0
8.0,2.5,7.7,0.5,5.3,7.8,2
7.2,4.0,9.2,3.2,0.4,7.38,2
7.4,2.7,9.4,3.4,1.1,7.6,2
9.7,0.2,5.1,4.0,5.0,8.12,0
6.7,1.1,7.6,2.6,6.0,7.08,2
7.6,2.7,6.9,1.5,5.3,7.62,2
8.7,3.0,8.3,0.9,3.1,7.75,0
7.9,2.3,7.4,3.3,3.1,9.38,2
8.6,0.4,8.7,0.8,5.5,8.05,0
5.3,3.9,9.8,0.3,4.7,6.32,1
7.4,3.3,9.8,2.2,1.3,7.65,2
6.8,2.4,6.6,5.5,2.7,7.62,2
6.6,1.2,5.2,4.9,6.1,8.0,0
7.3,1.3,7.4,4.9,3.1,7.08,2
6.9,1.3,5.9,3.6,6.3,7.35,0
7.4,3.5,5.2,3.9,4.0,8.15,0
9.4,2.9,9.6,0.7,1.4,8.93,0
7.5,0.1,5.0,1.4,10.0,7.68,0
5.9,0.1,9.5,0.0,8.5,6.98,1
8.7,0.6,9.6,4.6,0.5,8.93,0
5.0,3.9,9.4,5.1,0.6,7.45,1
8.3,1.4,9.5,1.4,3.4,7.65,0
9.6,0.6,6.1,3.3,4.4,8.68,0
8.8,2.5,6.2,0.0,6.5,8.22,0
9.5,1.6,7.6,2.5,2.8,9.25,0
7.2,3.1,7.6,1.9,4.2,6.98,2
5.7,2.6,8.4,4.5,2.8,7.35,1
7.5,3.6,9.7,2.6,0.6,7.1,2
9.9,1.1,6.0,2.7,4.3,9.2,0
5.3,3.9,7.9,3.3,3.6,6.98,1
5.2,2.4,8.6,2.5,5.3,8.02,1
8.8,0.9,6.1,1.0,7.2,8.82,0
9.1,1.5,7.9,4.0,1.5,8.22,0
6.2,0.7,9.9,3.7,3.5,6.82,2
6.3,2.0,6.6,1.0,8.1,7.72,2
6.3,0.1,8.5,3.0,6.1,7.48,2
5.5,3.0,5.1,1.5,8.9,6.65,0
9.5,2.9,5.4,4.9,1.3,9.18,0
8.0,2.7,10.0,0.8,2.5,8.0,2
8.1,1.8,5.2,0.1,8.8,8.2,0
7.8,2.2,5.2,2.8,6.0,7.5,0
9.6,1.6,8.1,3.7,1.0,8.65,0
9.3,1.6,9.4,0.9,2.8,9.22,0
6.4,0.2,9.0,2.5,5.9,7.02,2
9.5,3.3,7.8,2.1,1.3,8.2,0
7.4,1.6,9.6,0.7,4.7,6.88,2
7.5,1.8,7.6,0.8,6.3,7.32,2
7.6,1.0,5.9,0.4,9.1,7.65,0
8.1,2.9,8.4,2.2,2.4,8.8,0
6.9,1.5,8.2,3.0,4.4,7.48,2
8.2,1.2,5.1,5.3,4.2,7.98,0
6.1,3.7,8.6,4.3,1.3,6.98,2
7.6,0.7,6.5,1.9,7.3,7.5,2
5.8,0.8,8.9,1.0,7.5,7.22,1
9.9,1.3,5.6,3.4,3.8,8.57,0
9.5,3.1,8.1,1.0,2.3,8.12,0
8.4,2.9,9.8,0.8,2.1,8.2,0
5.1,2.2,8.5,4.7,3.5,6.6,1
7.6,1.3,9.3,2.7,3.1,7.45,2
9.0,2.3,8.9,1.3,2.5,8.1,0
7.7,0.9,7.4,1.9,6.1,8.28,2
6.3,3.9,5.8,4.7,3.3,6.82,0
5.2,1.6,9.7,0.1,7.4,7.38,1
7.9,2.0,9.4,0.4,4.3,8.55,2
8.3,3.8,9.1,0.1,2.7,8.7,0
7.4,1.6,6.6,2.7,5.7,7.2,2
9.9,0.4,9.6,2.0,2.1,7.72,0
8.1,3.3,6.8,2.5,3.3,7.15,0
9.6,3.3,5.5,0.6,5.0,7.98,0
7.1,0.4,8.1,0.9,7.5,7.55,2
6.6,2.7,7.4,5.9,1.4,7.48,2
9.4,1.4,5.2,5.1,2.9,8.98,0
9.5,0.9,9.5,1.3,2.8,8.1,0
9.9,1.1,9.8,0.2,3.0,8.85,0
7.4,0.9,8.5,1.1,6.1,8.7,2
7.8,1.0,9.8,0.2,5.2,7.6,2
7.1,0.9,7.5,5.2,3.3,7.3,2
8.6,2.3,5.4,4.2,3.5,8.45,0
6.3,1.7,6.8,5.2,4.0,7.1,2
5.6,2.3,5.7,4.2,6.2,7.02,0
7.4,3.7,7.6,2.6,2.7,8.22,2
7.9,2.8,5.5,4.9,2.9,7.58,0
8.9,1.5,5.5,3.8,4.3,8.28,0
9.4,3.6,9.8,1.0,0.2,8.3,0
8.0,2.4,6.8,5.4,1.4,8.55,2
7.5,1.9,10.0,2.3,2.3,7.85,2
9.1,3.1,8.9,2.1,0.8,7.75,0
6.3,3.4,9.5,0.9,3.9,7.42,2
8.2,2.2,5.3,4.5,3.8,8.57,0
7.5,2.6,7.5,3.0,3.4,7.55,2
5.8,0.8,9.9,0.9,6.6,6.78,1
6.3,2.4,8.1,0.9,6.3,7.68,2
6.2,1.2,9.7,5.0,1.9,7.65,2
8.5,0.3,7.1,3.4,4.7,8.07,0
8.0,1.3,8.9,4.9,0.9,7.32,2
6.6,3.4,5.5,5.0,3.5,7.25,0
9.5,1.5,6.4,3.0,3.6,9.65,0
7.3,1.4,8.5,4.6,2.2,8.2,2
7.0,2.7,7.4,6.0,0.9,7.12,2
8.6,3.8,9.2,2.2,0.2,8.15,0
6.3,1.5,5.1,3.1,8.0,8.02,0
7.5,2.1,9.9,4.1,0.4,7.6,2
7.1,1.4,9.0,3.1,3.4,7.12,2
7.9,3.4,9.0,0.5,3.2,7.7,2
6.5,0.2,7.4,2.1,7.8,8.3,2
6.3,2.8,8.8,1.5,4.6,6.62,2
6.2,0.0,6.2,0.8,10.8,7.85,2
8.1,0.7,7.6,3.5,4.1,7.6,0
9.0,1.7,7.3,3.1,2.9,8.95,0
5.8,1.8866063889500408,8.0,3.593755277349714,4.719638333700245,7.223212777900081,1
5.481912531957525,3.613565601031857,9.104521867010618,4.381912531957525,1.4180874680424758,6.109043734021237,1
5.397363302550275,3.5894532102010994,6.8815431178519235,1.9342770668464275,6.197363302550275,5.898984221638021,1
5.637646336687805,0.1,6.5,4.2,7.562353663312194,7.0322304558082935,1
5.881055333078184,2.881055333078183,7.6,3.6568340007654503,3.9810553330781833,7.8010553330781836,1
5.305089548274022,1.9076343224110333,6.197455225862989,2.802544774137011,7.787276129314944,7.168166800262898,1
5.5601667564414115,1.724791554448236,7.609749865337883,1.5601667564414112,7.545125067331059,7.5688582570248,1
5.237652286140854,1.6405869284647865,7.243521570788719,0.3594130715352135,9.518826143070427,6.474473985991556,1
5.328534513978613,2.4761781713262043,6.5142672569893065,4.819109143368979,4.861910914336898,7.045693982688237,1
5.212034240874159,0.509025680655619,9.4,4.4819486386887615,4.396991439781461,7.258123112590057,1
5.4,0.7947286461185747,8.863152430745718,0.1,8.84211892313571,6.467364323059288,1
5.783832870471113,2.7029972228266828,9.097002777173318,1.9646685181155448,4.451498611413341,7.072752082879988,1
5.740607947938491,0.4,8.459392052061508,4.865653420102515,4.534346579897485,7.235598853505686,1
5.517036099532467,0.582963900467533,8.358518049766234,5.241481950233767,4.3,7.037998734368831,1
5.527340707193071,0.4906371712277175,6.282022121579212,0.9726592928069294,10.72734070719307,7.391011060789606,1
5.760537152344351,1.6056375496650928,6.216912648995279,3.183087351004722,7.233825297990556,7.423503516574065,1
5.554111049497979,2.3946943366214626,7.7,1.3729444752510105,6.978250138629548,7.633527762374495,1
5.243870302739023,1.8129010091300777,8.6,5.349679192695938,2.9935494954349613,7.1376764440172344,1
5.600056465342774,0.30014116335693475,9.499830603971679,1.199943534657226,7.400028232671387,6.420225861371096,1
5.70033631629261,1.5989910511221717,9.799663683707392,1.9006726325852188,5.00033631629261,6.801278001911916,1
5.6778273177589496,3.5110863411205253,9.322172682241051,3.222172682241051,2.2667409766384234,6.561142073599344,1
5.653797483036103,2.4844937075902553,6.0462025169638975,0.7155062924097447,9.1,7.334651887722924,1
5.111046854023514,1.7110468540235144,6.483429718964729,2.8944765729882427,7.8,6.991046854023515,1
5.284964739067741,3.5300705218645176,8.060141043729036,4.184964739067741,2.9398589562709647,6.940141043729035,1
5.44946962034864,0.7010607593027209,8.825795569477041,5.02473481017432,3.998939240697279,7.607068480640305,1
5.790108827062019,3.709891172937981,7.915380894717066,1.2296735188139438,5.3549455864689905,7.64835792033409,1
5.538747824545449,1.4870840584848506,7.4354202924242525,0.3,9.238747824545447,6.481252175454551,1
5.190810205451744,1.522974486370639,6.813784691822383,1.8724306163552333,8.6,5.984461729555958,1
5.860617463445088,0.4,8.260617463445088,4.442469853780352,5.036295219329472,7.3697288976462465,1
5.545728561100693,3.2942214750468835,6.7,4.122864280550346,4.337185683302078,7.288567859724827,1
5.668680273762343,3.0358503422029286,9.032829931559414,1.0298095209159004,5.232829931559414,7.331319726237657,1
5.423625648091579,1.7527487038168417,8.6,4.890935879771052,3.332689768320527,6.836760490916104,1
5.707448815409852,2.6851023691802958,7.356734912786863,5.4,2.850713902622988,7.27091864098358,1
5.443221203900185,0.8659327223401113,7.611355759219963,3.6681345553197775,6.411355759219963,6.431355759219962,1
5.59852804132216,1.4298987630850402,8.1357865977964,3.80294391735568,5.03284268044072,7.103624618732464,1
5.295938459819242,1.0,8.456092310271139,5.352030770090379,3.8959384598192415,8.346498464289214,1
5.045536321652873,1.977231839173564,7.259377125785052,1.0950865525620754,8.622768160826435,6.6954463678347125,1
5.3520163501111995,2.160081750555997,6.2,2.5399182494440034,7.747983649888801,6.904313344410643,1
5.059127399872584,1.5260907501592702,6.27390924984073,4.870436300063709,6.270436300063708,7.443134380165641,1
5.355190683877448,2.1759534193872425,6.2,2.524046580612757,7.744809316122551,6.8874893754495226,1
5.5243751886141546,0.21218759430707723,8.819531014232307,3.0439062028464616,6.4,6.103937066187445,1
5.287665360265835,0.324669279468331,6.876653602658345,1.874007838404993,9.637003919202495,6.614801567680998,1
5.578955140136281,2.2596517133787604,9.501741433106199,3.3386068535150413,3.3210448598637194,7.157198940771148,1
5.519590862929615,0.7134015228450641,9.8,4.1329923857746795,3.834015228450641,6.8585575634478975,1
5.491365197105998,2.291365197105998,7.720147873419338,1.4028782676313338,7.094243464737332,7.607911275948398,1
5.0,2.2265411767020855,6.797945097730553,1.7530823534041713,8.22243137216319,6.624486274432638,1
5.175938089729307,1.5481238205413859,6.424061910270693,2.9379690448646536,7.91390713459396,7.120485465999218,1
5.477552139140466,3.3887760695702327,7.688776069570233,2.963263814479379,4.481631907239689,6.445102451018171,1
5.0,2.2361107515473266,6.785185664603564,1.7722215030946535,8.206482080754455,6.621296416150891,1
5.8454514097652925,3.386362852441323,9.168185737793385,3.0818228853520617,2.5181771146479384,6.724546865605618,1
5.5,1.401454466566788,7.104363399700365,4.097091066866423,5.897091066866424,6.78494518632708,1
5.429882488238681,2.2,7.2298824882386805,5.170117511761319,3.970117511761319,7.31494124411934,1
5.2,3.5410082313145366,6.241008231314536,3.5870576192017567,5.430925918169169,7.0205041156572685,1
5.596122022549866,2.8176732135299196,8.064653572940161,1.4431023819601072,6.078448809019947,7.513362975333909,1
5.156252507797627,0.28749498440474586,9.112505015595254,0.8749899688094916,8.56875752339288,6.721893808482203,1
5.338336522202501,3.4520793472468743,7.932911086145624,4.247920652753126,3.0287523916518753,6.896293021936063,1
5.47412773351165,0.13482554670233005,9.03034890659534,2.99552335989301,6.36517445329767,7.023976341747028,1
5.848601051084019,1.6569947445799054,7.943005255420094,0.34860105108401895,8.202797897831962,7.201989775081376,1
5.5432693974517715,3.508173493629428,8.786538794903542,1.2567306025482288,4.905287711467029,6.886778987834005,1
5.3,2.2,7.1603457217678725,5.3,4.039654278232127,6.827579947624889,1
5.9,1.3244173400455745,8.35116531990885,0.43779132997721265,7.9866260100683615,7.5363929460865915,1
5.127527258250651,1.727527258250651,6.458709112624024,2.8862363708746743,7.8,7.007527258250652,1
5.894952062365765,0.325239688171179,9.71009587526847,1.5646644365603497,6.505047937634235,6.8939424748389175,1
5.485292651907097,1.7176587847432305,7.8294146961858075,2.926463259535481,6.041170607628384,7.2014657512934175,1
5.2,0.10734123748385056,8.922023712451551,0.7926587625161494,8.977976287548449,6.679364949935403,1
5.3031534827681845,3.0539418534602305,6.9936930344636306,0.9031534827681847,7.746058146539769,8.017128600868524,1
5.474175561170104,0.9483511223402084,8.677473316489687,5.074175561170104,3.825824438829896,7.518132867553604,1
5.2,2.1786049706332173,9.175481453742957,3.1836543024953046,4.262259273128522,6.702404895739201,1
5.409983712357262,0.6880195451712862,8.813977197300167,0.09800325752854772,8.990016287642739,6.4311817578401325,1
5.394094475194295,0.6522145718021392,9.750738190600712,3.650738190600713,4.552214571802139,6.670738190600713,1
5.265750322057502,3.867124838971249,6.768499355884997,0.8013745169137475,7.297250966172505,8.084936936399371,1
5.5832995728416375,0.8600810251800709,9.309979743704982,0.06334008543167258,8.183299572841637,6.815315777877651,1
5.679927190610903,3.9,7.368101933144735,3.072043685633458,3.979927190610903,7.055985438122181,1
5.807586332810867,1.8682769952977976,8.0,4.177241001567401,4.146895670323936,7.042413667189133,1
5.190215805337454,1.387112027808935,8.887112027808936,3.361336083426805,5.17422405561787,6.536086322134982,1
5.551218335583109,1.5256091677915544,7.348781664416891,3.8743908322084453,5.7,7.104634499325067,1
